Risk,Description,Category,Level,Type,Key,Traversal Parameters,URL
Possibly the Same As (PSA) ISN Nonproliferation Sanctions List Entity,"The entity is possibly the same as (PSA) an entity listed in the ISN Nonproliferation Sanctions List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_usa_isn,,
Possibly the Same As (PSA) Inter-American Development Bank Sanctions List Entity,"The entity is possibly the same as (PSA) an entity listed in the Inter-American Development Bank Sanctions List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_xxx_iabd,,
Possibly the Same As (PSA) Israel National Bureau for Counter-Terror Financing Designation List Entity,"The entity is possibly the same as (PSA) an entity listed in the Israel National Bureau for Counter-Terror Financing Designation List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_isr_mod_nbctf,,
Possibly the Same As (PSA) Japan METI End User List Entity,"The entity is possibly the same as (PSA) an entity listed in the Japan METI End User List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_jpn_meti_end_user,,
Possibly the Same As (PSA) Japan MOFA Export Ban List Entity,"The entity is possibly the same as (PSA) an entity listed in the Japan MOFA Export Ban List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_jpn_mofa_export_ban,,
Possibly the Same As (PSA) Japan Ministry of Finance Economic Sanctions List Entity,"The entity is possibly the same as (PSA) an entity listed in the Japan Ministry of Finance Economic Sanctions List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_jpn_mof,,
Possibly the Same As (PSA) Latvia National Sanctions List Entity,"The entity is possibly the same as (PSA) an entity listed in the Latvia National Sanctions List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_lva_fis,,
Possibly the Same As (PSA) Lithuania Designated Persons Under Magnitsky Amendments List Entity,"The entity is possibly the same as (PSA) an entity listed in the Lithuania Designated Persons Under Magnitsky Amendments List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_ltu_mi,,
Possibly the Same As (PSA) Malaysia MOHA Sanctions List Entity,"The entity is possibly the same as (PSA) an entity listed in the Malaysia MOHA Sanctions List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_mys_moha,,
Possibly the Same As (PSA) Netherlands National Sanctions List for Terrorism List Entity,"The entity is possibly the same as (PSA) an entity listed in the Netherlands National Sanctions List for Terrorism List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_nld_mofa,,
Possibly the Same As (PSA) New Zealand Russia Sanctions List Entity,"The entity is possibly the same as (PSA) an entity listed in the New Zealand Russia Sanctions List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_nzl_mfat_rus,,
Possibly the Same As (PSA) Poland National Sanctions List Entity,"The entity is possibly the same as (PSA) an entity listed in the Poland National Sanctions List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_pol_mia,,
Possibly the Same As (PSA) Singapore List for Terrorism List Entity,"The entity is possibly the same as (PSA) an entity listed in the Singapore List for Terrorism List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_sgp_agc,,
Possibly the Same As (PSA) Switzerland SECO Sanctions List Entity,"The entity is possibly the same as (PSA) an entity listed in the Switzerland SECO Sanctions List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_che_seco,,
Possibly the Same As (PSA) UK HMT/OFSI Investment Bans List Entity,"The entity is possibly the same as (PSA) an entity listed in the UK HMT/OFSI Investment Bans List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_gbr_hmt_ofsi,,
Possibly the Same As (PSA) UK Sanctions List Entity,"The entity is possibly the same as (PSA) an entity listed in the UK Sanctions List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_gbr_fcdo,,
Possibly the Same As (PSA) UN Security Council Sanctions List Entity,"The entity is possibly the same as (PSA) an entity listed in the UN Security Council Sanctions List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_un_sc,,
Possibly the Same As (PSA) USA NDAA Section 1260H List Entity,"The entity is possibly the same as (PSA) an entity listed in the USA NDAA Section 1260H List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,High,psa,psa_usa_section_1260h,,
Possibly the Same As (PSA) USA OFAC Non-SDN Consolidated Sanctions List Entity,"The entity is possibly the same as (PSA) an entity listed in the USA OFAC Non-SDN Consolidated Sanctions List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_usa_ofac_non_sdn,,
Possibly the Same As (PSA) USA OFAC SDN List Entity,"The entity is possibly the same as (PSA) an entity listed in the USA OFAC SDN List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_usa_ofac_sdn,,
Possibly the Same As (PSA) Ukraine SFMS List for Terrorism List Entity,"The entity is possibly the same as (PSA) an entity listed in the Ukraine SFMS List for Terrorism List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,High,psa,psa_sanctioned_ukr_sfms,,
Possibly the Same As (PSA) Ukraine Sanctions List Entity,"The entity is possibly the same as (PSA) an entity listed in the Ukraine Sanctions List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,High,psa,psa_sanctioned_ukr_nsdc,,
Sanctioned under Argentina Public Registry of Terrorism List,The entity is currently subject to sanctions in the Argentina Public Registry of Terrorism. Registry is published by the Argentina Ministry of Justice.,sanctions_and_export_control_lists,Critical,seed,sanctioned_arg_repet_jus,,
Sanctioned under Belgium National Financial Sanctions List,The entity is currently subject to sanctions in the Belgium National Financial Sanctions List. List provides asset freezing measures imposed by Belgium against individuals and entities suspected of terrorism. Belgium National Financial Sanctions List is established by the National Security Council and published by the Federal Public Service Finance.,sanctions_and_export_control_lists,Critical,seed,sanctioned_bel_fpsf,,
Sanctioned under Consolidated Australian Sanctions List,The entity is currently subject to targeted financial sanctions pursuant to the Consolidated Australian Sanctions List. Listed individuals may also be subject to travel bans. The Consolidated Australian Sanctions List is published by the Australian Department of Foreign Affairs and Trade.,sanctions_and_export_control_lists,Critical,seed,sanctioned_aus_dfat,,
